.rownames,Disorder id,Disorder name,Human gene symbol,Mouse model description,PhenoDigm % score,Matching human phenotypes,Matching mouse phenotypes
478,OMIM:270550,"Spastic Ataxia, Charlevoix-Saguenay Type",SACS,Sacs<em1(IMPC)Tcp> hom early,18.71,"HP:0001765,HP:0006150",MP:0000157
479,OMIM:270685,"Spastic Paraplegia 17, Autosomal Dominant",BSCL2,Bscl2<tm1b(EUCOMM)Hmgu> hom early,31.92,"HP:0001761,HP:0002064,HP:0001171","MP:0001406,MP:0001402,MP:0002764"
480,OMIM:270700,"Spastic Paraplegia 15, Autosomal Recessive",ZFYVE26,Zfyve26<em1(IMPC)J> hom early,25.375,"HP:0000712,HP:0002064,HP:0001251",MP:0002574
481,OMIM:270800,"Spastic Paraplegia 5A, Autosomal Recessive",CYP7B1,Cyp7b1<tm1b(EUCOMM)Wtsi> hom early,25.885,HP:0000648,MP:0011965
482,OMIM:271700,Spondyloperipheral Dysplasia,COL2A1,Col2a1<em1(IMPC)Ccpcz> het early,42.685,"HP:0003301,HP:0000470,HP:0000926,HP:0003300,HP:0000272,HP:0002808","MP:0000160,MP:0000455"
483,OMIM:271700,Spondyloperipheral Dysplasia,COL2A1,Col2a1<em1(IMPC)Ccpcz> hom embryo,16.67,"HP:0009882,HP:0001773,HP:0001156,HP:0003370,HP:0003022,HP:0005068,HP:0010049,HP:0009290,HP:0009778,HP:0010230,HP:0012106,HP:0011304,HP:0001831,HP:0004180,HP:0006110,HP:0010743,HP:0004227,HP:0004991,HP:0006144,HP:0009566",MP:0002109
484,OMIM:271900,Canavan Disease,ASPA,Aspa<tm1b(EUCOMM)Wtsi> hom early,24.61,"HP:0002179,HP:0032273","MP:0001489,MP:0002968,MP:0001513"
485,OMIM:271930,"Striatonigral Degeneration, Infantile",NUP62,Nup62<tm1b(KOMP)Wtsi> het early,32.845,HP:0000648,"MP:0003733,MP:0011965"
486,OMIM:272460,Spondylocarpotarsal Synostosis Syndrome,FLNB,Flnb<tm1b(KOMP)Wtsi> het early,19.67,"HP:0003305,HP:0008368,HP:0009702,HP:0006297,HP:0002948,HP:0001377,HP:0001241,HP:0000023","MP:0010024,MP:0000063"
487,OMIM:273900,Thrombocytopenia 3,FYB1,Fyb1<tm1b(EUCOMM)Hmgu> hom early,42.635,"HP:0001744,HP:0001873,HP:0005537",MP:0003179
488,OMIM:274270,Dihydropyrimidine Dehydrogenase Deficiency,DPYD,Dpyd<tm1b(KOMP)Wtsi> hom early,51.615,"HP:0000752,HP:0001254","MP:0002574,MP:0001399"
489,OMIM:274400,Thyroid Dyshormonogenesis 1,SLC5A5,Slc5a5<tm1b(KOMP)Wtsi> hom early,31.86,HP:0001254,"MP:0001399,MP:0001415,MP:0001417"
490,OMIM:274400,Thyroid Dyshormonogenesis 1,SLC5A5,Slc5a5<tm1b(KOMP)Wtsi> hom late,24.625,HP:0001254,MP:0001417
491,OMIM:274900,Thyroid Dyshormonogenesis 5,DUOXA2,Duoxa2<tm1b(KOMP)Wtsi> hom early,12.48,"HP:0000853,HP:0000821",MP:0005478
492,OMIM:275900,"Spastic Paraplegia 20, Autosomal Recessive",SPART,Spart<tm2b(EUCOMM)Hmgu> hom early,31.045,HP:0000712,MP:0001417
493,OMIM:276300,Mismatch Repair Cancer Syndrome 1,MLH1,Mlh1<tm1b(EUCOMM)Hmgu> hom early,11.25,HP:0001909,MP:0004952
494,OMIM:276700,"Tyrosinemia, Type I",FAH,Fah<em1(IMPC)Mbp> het early,55.345,"HP:0000096,HP:0000105,HP:0001399,HP:0001394,HP:0001903,HP:0006554,HP:0001541,HP:0001402,HP:6000775,HP:0004510,HP:0000083,HP:6000598,HP:0002910,HP:0003163,HP:0001994,HP:0000121,HP:0002240,HP:0001744","MP:0002989,MP:0002135,MP:0000601,MP:0003068,MP:0000598,MP:0000689,MP:0000691"
495,OMIM:276700,"Tyrosinemia, Type I",FAH,Fah<em1(IMPC)Mbp> het embryo,15.9,HP:0001510,MP:0003984
496,OMIM:276700,"Tyrosinemia, Type I",FAH,Fah<em1(IMPC)Mbp> hom embryo,24.005,HP:0001541,MP:0001785
497,OMIM:276880,Urocanase Deficiency,UROC1,Uroc1<em1(IMPC)Bay> hom early,29.285,HP:0000718,MP:0001417
498,OMIM:276902,"Usher Syndrome, Type Iiia",CLRN1,Clrn1<tm1.1(KOMP)Vlcg> hom early,22.32,HP:0000407,MP:0004738
499,OMIM:277380,"Methylmalonic Aciduria And Homocystinuria, Cblf Type",LMBRD1,Lmbrd1<tm1b(EUCOMM)Hmgu> het early,32.76,"HP:0001903,HP:0001889,HP:0001876,HP:0001875,HP:0001873",MP:0005562
500,OMIM:277400,"Methylmalonic Aciduria And Homocystinuria, Cblc Type",MMACHC,Mmachc<tm1.1(NCOM)Mfgc> het early,13.455,"HP:0012120,HP:0005575,HP:0003153,HP:0000093,HP:0001919,HP:0000112,HP:0002156,HP:0000083,HP:0000790",MP:0002989
501,OMIM:277400,"Methylmalonic Aciduria And Homocystinuria, Cblc Type",MMACHC,Mmachc<tm1.1(NCOM)Mfgc> hom embryo,42.525,HP:0000980,MP:0003717
502,OMIM:277440,"Vitamin D-Dependent Rickets, Type 2A",VDR,Vdr<em1(IMPC)Hmgu> hom early,54.425,"HP:0002982,HP:0002753,HP:0010502,HP:0000737,HP:0003029,HP:0003013,HP:0001508,HP:0002663,HP:0002752,HP:0002980,HP:0002748,HP:0002757,HP:0002289,HP:0003025,HP:0002979,HP:0003106,HP:0001288","MP:0001406,MP:0000367,MP:0002764,MP:0003960,MP:0001402,MP:0000063,MP:0001417,MP:0002757,MP:0010124,MP:0003795,MP:0001392,MP:0002075"
503,OMIM:277590,Weaver Syndrome,EZH2,Ezh2<tm1a(EUCOMM)Wtsi> het early,23.06,"HP:0002808,HP:0002650",MP:0004650
504,OMIM:277700,Werner Syndrome,WRN,Wrn<em1(IMPC)Ccpcz> hom early,18.01,"HP:0040217,HP:0000135","MP:0004832,MP:0000689,MP:0001126"
505,OMIM:280000,"Coloboma, Congenital Heart Disease, Ichthyosiform Dermatosis, Impaired Intellectual Development, And Ear Anomalies Syndrome",PIGL,Pigl<tm1b(KOMP)Wtsi> het early,15.44,"HP:0002553,HP:0005338,HP:0002557,HP:0008070,HP:0002213",MP:0002098
506,OMIM:300000,Opitz Gbbb Syndrome,MID1,Mid1<em1(IMPC)Mbp> hem early,23.59,"HP:0000076,HP:0010957,HP:0000054,HP:0025407,HP:0000047","MP:0003068,MP:0002135,MP:0003604"
507,OMIM:300000,Opitz Gbbb Syndrome,MID1,Mid1<em1(IMPC)Mbp> het early,24.49,"HP:0000076,HP:0010957,HP:0000054,HP:0025407,HP:0001629,HP:0001537,HP:0000047,HP:0002015,HP:0000023","MP:0002989,MP:0002135,MP:0020421,MP:0002833,MP:0010025"
508,OMIM:300018,"46,Xy Sex Reversal 2",NR0B1,Nr0b1<em2(IMPC)Wtsi> hem early,29.965,HP:0012245,MP:0002160
509,OMIM:300071,"Night Blindness, Congenital Stationary, Type 2A",CACNA1F,Cacna1f<tm1.1(KOMP)Vlcg> hom early,21.045,HP:0007642,MP:0001333
510,OMIM:300100,Adrenoleukodystrophy,ABCD1,Abcd1<tm1a(EUCOMM)Wtsi> hem early,23.765,HP:0003455,MP:0008821
511,OMIM:300200,"Adrenal Hypoplasia, Congenital",NR0B1,Nr0b1<em2(IMPC)Wtsi> hem early,39.62,"HP:0008163,HP:0000027,HP:0002902,HP:0000044,HP:0000798,HP:0000028,HP:0000826","MP:0002965,MP:0010092,MP:0008810,MP:0000182,MP:0002160,MP:0002968"
512,OMIM:300271,"Intellectual Developmental Disorder, X-Linked 72",RAB39B,Rab39b<em1(IMPC)Tcp> hom early,39.08,"HP:0000752,HP:0000733",MP:0020420
513,OMIM:300280,Uruguay Faciocardiomusculoskeletal Syndrome,FHL1,Fhl1<tm1a(EUCOMM)Wtsi> hom early,18.765,"HP:0003236,HP:0032232",MP:0005179
514,OMIM:300322,Lesch-Nyhan Syndrome,HPRT1,Hprt1<tm1a(EUCOMM)Hmgu> hem early,33.59,"HP:0001266,HP:0002149,HP:0001889","MP:0002875,MP:0001406,MP:0002590,MP:0003179,MP:0001556"
515,OMIM:300322,Lesch-Nyhan Syndrome,HPRT1,Hprt1<tm1a(EUCOMM)Hmgu> hom early,28.945,HP:0001889,"MP:0002590,MP:0002875"
516,OMIM:300323,"Hyperuricemia, Hprt-Related",HPRT1,Hprt1<tm1a(EUCOMM)Hmgu> hem early,21.395,HP:0002149,MP:0001556
517,OMIM:300376,"Muscular Dystrophy, Becker Type",DMD,Dmd<em1(IMPC)Hmgu> hem early,41.535,HP:0003236,"MP:0002941,MP:0005343"
518,OMIM:300376,"Muscular Dystrophy, Becker Type",DMD,Dmd<em1(IMPC)Hmgu> hom early,44.725,HP:0003236,"MP:0002965,MP:0002941,MP:0005568,MP:0002968,MP:0005343"
519,OMIM:300425,"Autism, Susceptibility To, X-Linked 1",NLGN3,Nlgn3<em1(IMPC)Rbrc> hem early,58.915,"HP:0000723,HP:0000732,HP:0000733",MP:0001399
520,OMIM:300425,"Autism, Susceptibility To, X-Linked 1",NLGN3,Nlgn3<em1(IMPC)Rbrc> hom early,63.635,"HP:0000723,HP:0000732,HP:0000733","MP:0001364,MP:0001399"
521,OMIM:300476,"Cone-Rod Dystrophy, X-Linked, 3",CACNA1F,Cacna1f<tm1.1(KOMP)Vlcg> hom early,43.48,"HP:0000548,HP:0008002,HP:0000541,HP:0000543,HP:0030825",MP:0001333
522,OMIM:300534,"Intellectual Developmental Disorder, X-Linked, Syndromic, Claes-Jensen Type",KDM5C,Kdm5c<tm1d(EUCOMM)Hmgu> het early,17.35,"HP:0000574,HP:0002232",MP:0000367
523,OMIM:300600,Aland Island Eye Disease,CACNA1F,Cacna1f<tm1.1(KOMP)Vlcg> hom early,37.835,"HP:0007894,HP:0007750",MP:0001333
524,OMIM:300635,"Lymphoproliferative Syndrome, X-Linked, 2",XIAP,Xiap<tm1a(EUCOMM)Hmgu> hom early,39.895,HP:0004313,MP:0008499
525,OMIM:300676,"Intellectual Developmental Disorder, X-Linked, Syndromic 14",UPF3B,Upf3b<em1(IMPC)Tcp> hom early,15.825,HP:0000218,MP:0000470
526,OMIM:300695,"Scapuloperoneal Myopathy, X-Linked Dominant",FHL1,Fhl1<tm1a(EUCOMM)Wtsi> hom early,20.595,HP:0003236,MP:0005179
527,OMIM:300696,"Myopathy, X-Linked, With Postural Muscle Atrophy",FHL1,Fhl1<tm1a(EUCOMM)Wtsi> hom early,20.635,HP:0003236,MP:0005179
528,OMIM:300707,"Toe Syndactyly, Telecanthus, And Anogenital And Renal Malformations",CCNQ,Ccnq<tm1.1(KOMP)Vlcg> het embryo,30.085,"HP:0004322,HP:0001511,HP:0003298","MP:0003984,MP:0001697"
529,OMIM:300717,"Reducing Body Myopathy, X-Linked 1A, Severe, With Infantile Or Early Childhood Onset",FHL1,Fhl1<tm1a(EUCOMM)Wtsi> hom early,22.48,HP:0003236,MP:0005179
530,OMIM:300718,"Reducing Body Myopathy, X-Linked 1B, With Late Childhood Or Adult Onset",FHL1,Fhl1<tm1a(EUCOMM)Wtsi> hom early,21.12,HP:0003236,MP:0005179
531,OMIM:300755,"Agammaglobulinemia, X-Linked",BTK,Btk<tm1a(EUCOMM)Hmgu> hem early,41.485,"HP:0005403,HP:0001875,HP:0001903,HP:0010976","MP:0002875,MP:0008078,MP:0008074,MP:0008211"
532,OMIM:300803,"Intellectual Developmental Disorder, X-Linked 97",ZNF711,Zfp711<em1(IMPC)J> hem late,30.68,HP:0000664,"MP:0000367,MP:0002075"
533,OMIM:300830,"Autism, Susceptibility To, X-Linked 4",PTCHD1,Ptchd1<tm1b(KOMP)IcsOrl> hem early,73.59,"HP:0000718,HP:0100710,HP:0100034,HP:0007018","MP:0002574,MP:0001399,MP:0001415,MP:0005655"
534,OMIM:300830,"Autism, Susceptibility To, X-Linked 4",PTCHD1,Ptchd1<tm1b(KOMP)IcsOrl> hom early,79.83,"HP:0000718,HP:0100710,HP:0100034,HP:0007018","MP:0001399,MP:0001454,MP:0001469,MP:0001415"
535,OMIM:300842,Mcleod Syndrome,XK,Xk<tm1b(KOMP)Mbp> hom early,34.38,"HP:0020181,HP:0003236","MP:0002941,MP:0005343"
536,OMIM:300855,Ogden Syndrome,NAA10,Naa10<em1(IMPC)Mbp> hem early,49.25,"HP:0004737,HP:0000105,HP:0001403,HP:0001901,HP:0000952,HP:0000034,HP:0045075,HP:0008734,HP:0000113,HP:0001640,HP:0001873,HP:0000527,HP:0002213,HP:0001891,HP:0001414,HP:0000028","MP:0002989,MP:0001146,MP:0002135,MP:0000692,MP:0003068,MP:0000689,MP:0001147,MP:0002075"
537,OMIM:300855,Ogden Syndrome,NAA10,Naa10<em1(IMPC)Mbp> hem late,50.855,"HP:0000105,HP:0045075,HP:0000113,HP:0000527,HP:0004737,HP:0001631,HP:0001684,HP:0000034,HP:0001647,HP:0008734,HP:0001655,HP:0001414,HP:0000952,HP:0001640,HP:0031295,HP:0000028,HP:0001629,HP:0001403,HP:0002119,HP:0002213,HP:0011682","MP:0000639,MP:0002135,MP:0003068,MP:0002834,MP:0002059,MP:0000598,MP:0001891,MP:0004931,MP:0002075"
538,OMIM:300855,Ogden Syndrome,NAA10,Naa10<em1(IMPC)Mbp> hem middle,27.54,"HP:0045075,HP:0002213,HP:0000527",MP:0002075
539,OMIM:300855,Ogden Syndrome,NAA10,Naa10<em1(IMPC)Mbp> hom early,29.445,"HP:0001537,HP:0000023,HP:0000034,HP:0045075,HP:0008734,HP:0000527,HP:0002904,HP:0003717,HP:0002213,HP:0000028","MP:0002968,MP:0001120,MP:0002075,MP:0010025"
540,OMIM:300855,Ogden Syndrome,NAA10,Naa10<em1(IMPC)Mbp> hom late,50.315,"HP:0000105,HP:0000113,HP:0004737,HP:0001631,HP:0001684,HP:0000034,HP:0001647,HP:0008734,HP:0001655,HP:0002904,HP:0001891,HP:0001414,HP:0000952,HP:0001640,HP:0031295,HP:0000028,HP:0001629,HP:0001901,HP:0001403,HP:0001873,HP:0011682","MP:0002135,MP:0003068,MP:0000689,MP:0005635,MP:0001126,MP:0000274,MP:0009709,MP:0000691,MP:0000266"
541,OMIM:300855,Ogden Syndrome,NAA10,Naa10<em1(IMPC)Mbp> hom middle,27.54,"HP:0045075,HP:0002213,HP:0000527",MP:0002075
542,OMIM:300860,"Intellectual Developmental Disorder, X-Linked, Syndromic, Nascimento Type",UBE2A,Ube2a<tm1.1(KOMP)Vlcg> hem early,36.835,"HP:0000718,HP:0100716",MP:0001399
543,OMIM:300882,Cornelia De Lange Syndrome 5,HDAC8,Hdac8<tm1a(EUCOMM)Wtsi> hem early,20.34,HP:0001377,MP:0000063
544,OMIM:300882,Cornelia De Lange Syndrome 5,HDAC8,Hdac8<tm1a(EUCOMM)Wtsi> hom early,20.42,HP:0001377,MP:0000063
545,OMIM:300884,Developmental And Epileptic Encephalopathy 36,ALG13,Alg13<tm1a(KOMP)Wtsi> hom early,24.175,HP:0001371,"MP:0010024,MP:0000063"
546,OMIM:300894,Neurodegeneration With Brain Iron Accumulation 5,WDR45,Wdr45<em1(IMPC)J> hem early,42.04,"HP:0000718,HP:0012332,HP:0001337,HP:0001332","MP:0001399,MP:0004738,MP:0001486"
547,OMIM:300894,Neurodegeneration With Brain Iron Accumulation 5,WDR45,Wdr45<em1(IMPC)J> hem late,40.47,"HP:0000718,HP:0001337,HP:0001332","MP:0001399,MP:0001513"
548,OMIM:300894,Neurodegeneration With Brain Iron Accumulation 5,WDR45,Wdr45<em1(IMPC)J> hom late,40.955,"HP:0000718,HP:0000726,HP:0001268","MP:0001399,MP:0001415"
549,OMIM:300912,"Intellectual Developmental Disorder, X-Linked 98",NEXMIF,Nexmif<em1(IMPC)Tcp> hem early,43.4,"HP:0025650,HP:0000718,HP:0100023,HP:0100739,HP:0000752,HP:0003763,HP:0011927,HP:0000733,HP:0012171,HP:0001508,HP:0012172,HP:0004209,HP:0012169,HP:0000020","MP:0003961,MP:0011874,MP:0000157,MP:0001399"
550,OMIM:300912,"Intellectual Developmental Disorder, X-Linked 98",NEXMIF,Nexmif<em1(IMPC)Tcp> het early,44.205,"HP:0025650,HP:0000718,HP:0011927,HP:0100739,HP:0000752,HP:0003763,HP:0100023,HP:0000733,HP:0012171,HP:0012172,HP:0004209,HP:0012169,HP:0000020","MP:0002989,MP:0000157,MP:0001399"
551,OMIM:300967,"Intellectual Developmental Disorder, X-Linked, Syndromic 34",NONO,Nono<em1(IMPC)Bay> hem early,20.8,"HP:0000718,HP:0100710",MP:0001417
552,OMIM:300967,"Intellectual Developmental Disorder, X-Linked, Syndromic 34",NONO,Nono<em1(IMPC)Bay> hom early,20.8,"HP:0000718,HP:0100710",MP:0001417
553,OMIM:300978,Tonne-Kalscheuer Syndrome,RLIM,Rlim<em1(IMPC)Rbrc> het early,35.52,"HP:0001627,HP:0008734,HP:0000028","MP:0000703,MP:0000709,MP:0000274,MP:0000266"
554,OMIM:300986,"Intellectual Developmental Disorder, X-Linked, Syndromic, Bain Type",HNRNPH2,Hnrnph2<em1(IMPC)J> hem early,31.785,HP:0002212,"MP:0000367,MP:0002075,MP:0001284"
555,OMIM:300986,"Intellectual Developmental Disorder, X-Linked, Syndromic, Bain Type",HNRNPH2,Hnrnph2<em1(IMPC)J> hom early,31.39,HP:0002212,"MP:0000367,MP:0002075"
556,OMIM:300988,Immunodeficiency 50,MSN,Msn<tm1b(EUCOMM)Hmgu> hem early,35.31,"HP:0001875,HP:0001888","MP:0002875,MP:0002874,MP:0000208,MP:0005561"
557,OMIM:300988,Immunodeficiency 50,MSN,Msn<tm1b(EUCOMM)Hmgu> hom early,54.585,"HP:0001875,HP:0001888","MP:0002590,MP:0002875,MP:0002874,MP:0003179,MP:0005561,MP:0000221,MP:0000208"
558,OMIM:301006,"Galloway-Mowat Syndrome 2, X-Linked",LAGE3,Lage3<em1(IMPC)Tcp> hem early,20.025,HP:0001166,MP:0000157
559,OMIM:301008,"Intellectual Developmental Disorder, X-Linked, Syndromic, Houge Type",CNKSR2,Cnksr2<em1(IMPC)J> hom early,35.405,"HP:0100710,HP:0000752,HP:0007018",MP:0001415
560,OMIM:301015,"Hemolytic Anemia, Congenital, X-Linked",ATP11C,Atp11c<em1(IMPC)J> hem early,43.33,HP:0001878,"MP:0002875,MP:0002590,MP:0002874,MP:0005561,MP:0000221,MP:0000208"
561,OMIM:301015,"Hemolytic Anemia, Congenital, X-Linked",ATP11C,Atp11c<em1(IMPC)J> hom early,39.615,HP:0001878,"MP:0002875,MP:0002874,MP:0000208,MP:0000221"
562,OMIM:301050,"Alport Syndrome 1, X-Linked",COL4A5,Col4a5<tm1b(EUCOMM)Wtsi> hem early,44.51,"HP:0000519,HP:0003774,HP:0001142,HP:0000093,HP:0002907,HP:0000123,HP:0000100,HP:0000083,HP:0011501,HP:0200020,HP:0001873","MP:0002875,MP:0002135,MP:0002591,MP:0002874,MP:0005505,MP:0000218,MP:0005562,MP:0001303,MP:0001289,MP:0000208"
563,OMIM:301050,"Alport Syndrome 1, X-Linked",COL4A5,Col4a5<tm1b(EUCOMM)Wtsi> hom early,38.045,"HP:0003774,HP:0000093,HP:0002907,HP:0000123,HP:0000100,HP:0000083,HP:0001873","MP:0002875,MP:0002135,MP:0010067,MP:0005505,MP:0002874,MP:0012362,MP:0004952,MP:0000219,MP:0000208"
564,OMIM:301107,"Intellectual Developmental Disorder, X-Linked 111",SLITRK2,Slitrk2<em1(IMPC)Mbp> hem early,37.945,"HP:0000718,HP:0000722,HP:0000752,HP:0100035","MP:0001415,MP:0020870"
565,OMIM:301107,"Intellectual Developmental Disorder, X-Linked 111",SLITRK2,Slitrk2<em1(IMPC)Mbp> hom early,29.685,"HP:0000718,HP:0000752",MP:0001415
566,OMIM:301109,"Autoinflammatory Disease, Multisystem, With Immune Dysregulation, X-Linked",DOCK11,Dock11<tm2b(KOMP)Wtsi> hem early,20.27,"HP:0000100,HP:0002240,HP:0001744",MP:0003917
567,OMIM:301115,Immunodeficiency 118,MCTS1,Mcts1<em1(IMPC)Mbp> hem early,55.415,"HP:0002716,HP:0002240,HP:0001744",MP:0000691
568,OMIM:301200,"Amelogenesis Imperfecta, Type Ie",AMELX,Amelx<em1(IMPC)Ccpcz> hem early,49.12,"HP:0010299,HP:0006297,HP:0009102,HP:0000705","MP:0005270,MP:0013129,MP:0030610,MP:0002100"
569,OMIM:301200,"Amelogenesis Imperfecta, Type Ie",AMELX,Amelx<em1(IMPC)Ccpcz> het early,52.615,"HP:0010299,HP:0006297,HP:0009102,HP:0000705",MP:0002100
570,OMIM:301200,"Amelogenesis Imperfecta, Type Ie",AMELX,Amelx<em1(IMPC)Ccpcz> hom early,55.755,"HP:0010299,HP:0006297,HP:0009102,HP:0000705","MP:0013129,MP:0030610,MP:0002100"
571,OMIM:301900,Borjeson-Forssman-Lehmann Syndrome,PHF6,Phf6<tm1b(EUCOMM)Wtsi> het early,32.72,"HP:0000400,HP:0002353",MP:0004738
572,OMIM:302045,"Cardiomyopathy, Dilated, 3B",DMD,Dmd<em1(IMPC)Hmgu> hem early,45.745,HP:0032232,"MP:0002941,MP:0005343"
573,OMIM:302045,"Cardiomyopathy, Dilated, 3B",DMD,Dmd<em1(IMPC)Hmgu> hom early,48.475,HP:0032232,"MP:0002965,MP:0002941,MP:0005568,MP:0002968,MP:0005343"
574,OMIM:302500,"Spinocerebellar Ataxia, X-Linked 1",ATP2B3,Atp2b3<em1(IMPC)J> hem late,38.755,"HP:0002317,HP:0001251","MP:0001392,MP:0001402"
575,OMIM:302500,"Spinocerebellar Ataxia, X-Linked 1",ATP2B3,Atp2b3<em1(IMPC)J> hom early,27.915,HP:0002015,"MP:0001399,MP:0020870"
576,OMIM:302500,"Spinocerebellar Ataxia, X-Linked 1",ATP2B3,Atp2b3<em1(IMPC)J> hom late,39.12,"HP:0002317,HP:0001251","MP:0002757,MP:0001392,MP:0001402"
577,OMIM:304150,Occipital Horn Syndrome,ATP7A,Atp7a<em1(IMPC)J> hem early,27.57,"HP:0002208,HP:0003777",MP:0002075
578,OMIM:304150,Occipital Horn Syndrome,ATP7A,Atp7a<em1(IMPC)J> hem late,18.525,"HP:0002208,HP:0003777",MP:0000367
579,OMIM:304150,Occipital Horn Syndrome,ATP7A,Atp7a<em1(IMPC)J> hom early,27.57,"HP:0002208,HP:0003777",MP:0002075
580,OMIM:304340,Pettigrew Syndrome,AP1S2,Ap1s2<em1(IMPC)Mbp> hem early,23.495,"HP:0001266,HP:0000648",MP:0006243
581,OMIM:304340,Pettigrew Syndrome,AP1S2,Ap1s2<em1(IMPC)Mbp> hom early,34.88,"HP:0000718,HP:0001266,HP:0002066,HP:0012171,HP:0100716,HP:0000648","MP:0002574,MP:0001325"
582,OMIM:305100,"Ectodermal Dysplasia 1, Hypohidrotic, X-Linked",EDA,Eda<em1(IMPC)Tcp> hem early,16.26,"HP:0007592,HP:0002557,HP:0002561",MP:0001944
583,OMIM:305400,Aarskog-Scott Syndrome,FGD1,Fgd1<em1(IMPC)Tcp> hem embryo,18.935,"HP:0000823,HP:0004322,HP:0001537,HP:0003502","MP:0003984,MP:0001697"
584,OMIM:305400,Aarskog-Scott Syndrome,FGD1,Fgd1<em1(IMPC)Tcp> het early,14.595,"HP:0011969,HP:0000028,HP:0008689,HP:0008232,HP:0000029",MP:0000709
585,OMIM:306400,"Granulomatous Disease, Chronic, X-Linked",CYBB,Cybb<tm2b(KOMP)Wtsi> hom early,39.54,"HP:0001541,HP:0003203,HP:0100523,HP:0002840,HP:0002716,HP:0002955,HP:0002240,HP:0001744","MP:0004952,MP:0002591"
586,OMIM:307200,"Isolated Growth Hormone Deficiency, Type Iii, With Agammaglobulinemia",BTK,Btk<tm1a(EUCOMM)Hmgu> hem early,42.01,"HP:0030252,HP:0011839","MP:0002875,MP:0008078,MP:0008074,MP:0008211"
587,OMIM:307800,"Hypophosphatemic Rickets, X-Linked Dominant",PHEX,Phex<not yet available> hom early,68.845,"HP:0002148,HP:0002749,HP:0002982,HP:0008144,HP:0008117,HP:0002758,HP:0010502,HP:0002644,HP:0006432,HP:0003416,HP:0002748,HP:0002857,HP:0002980,HP:0004912,HP:0003025,HP:0002979,HP:0004273,HP:0004363","MP:0002896,MP:0005627,MP:0000198,MP:0000195,MP:0008805,MP:0002968,MP:0005108,MP:0000552,MP:0004599,MP:0000558,MP:0000137,MP:0002932"
588,OMIM:309400,Menkes Disease,ATP7A,Atp7a<em1(IMPC)J> hem early,35.31,"HP:0001596,HP:0008070,HP:0001010,HP:0002299",MP:0002075
589,OMIM:309400,Menkes Disease,ATP7A,Atp7a<em1(IMPC)J> hem late,22.23,"HP:0001596,HP:0008070,HP:0002299",MP:0000367
590,OMIM:309400,Menkes Disease,ATP7A,Atp7a<em1(IMPC)J> hom early,35.31,"HP:0001596,HP:0008070,HP:0001010,HP:0002299",MP:0002075
591,OMIM:309549,"Intellectual Developmental Disorder, X-Linked 9",FTSJ1,Ftsj1<tm1b(EUCOMM)Wtsi> hom early,44.25,HP:0000718,MP:0001399
592,OMIM:309583,"Intellectual Developmental Disorder, X-Linked, Syndromic, Snyder-Robinson Type",SMS,Sms<tm1a(EUCOMM)Wtsi> hem early,33.7,"HP:0002753,HP:0001187,HP:0000939,HP:0002757",MP:0000063
593,OMIM:309800,"Microphthalmia, Syndromic 1",NAA10,Naa10<em1(IMPC)Mbp> hem early,31.28,"HP:0008678,HP:0000047,HP:0000072,HP:0000089,HP:0000028","MP:0002989,MP:0001146,MP:0002135,MP:0003068,MP:0001147"
594,OMIM:309800,"Microphthalmia, Syndromic 1",NAA10,Naa10<em1(IMPC)Mbp> hem late,31.16,"HP:0008678,HP:0000047,HP:0000072,HP:0001647,HP:0000089,HP:0000028","MP:0000639,MP:0002135,MP:0003068,MP:0002834,MP:0002059,MP:0004931"
595,OMIM:309800,"Microphthalmia, Syndromic 1",NAA10,Naa10<em1(IMPC)Mbp> hom early,16.68,"HP:0012385,HP:0000047,HP:0000028,HP:0009473","MP:0001120,MP:0010025"
596,OMIM:309800,"Microphthalmia, Syndromic 1",NAA10,Naa10<em1(IMPC)Mbp> hom late,37.025,"HP:0008678,HP:0000568,HP:0000047,HP:0000072,HP:0001647,HP:0000089,HP:0000528,HP:0000028","MP:0002135,MP:0003068,MP:0001126,MP:0001297,MP:0000274,MP:0009709,MP:0000266"
597,OMIM:310200,"Muscular Dystrophy, Duchenne Type",DMD,Dmd<em1(IMPC)Hmgu> hem early,37.6,"HP:0006380,HP:0001371,HP:0003089,HP:0001771,HP:0003236","MP:0002941,MP:0005343,MP:0010025,MP:0000063"
598,OMIM:310200,"Muscular Dystrophy, Duchenne Type",DMD,Dmd<em1(IMPC)Hmgu> hom early,38.265,"HP:0006380,HP:0001371,HP:0003089,HP:0001771,HP:0003236","MP:0002965,MP:0002941,MP:0005568,MP:0002968,MP:0010025,MP:0005343"
599,OMIM:310300,"Emery-Dreifuss Muscular Dystrophy 1, X-Linked",EMD,Emd<em1(IMPC)Kmpc> hem early,20.335,HP:0003236,MP:0001566
600,OMIM:310300,"Emery-Dreifuss Muscular Dystrophy 1, X-Linked",EMD,Emd<em1(IMPC)Kmpc> hom early,20.335,HP:0003236,MP:0001566
601,OMIM:311250,"Ornithine Transcarbamylase Deficiency, Hyperammonemia Due To",OTC,Otc<em1(IMPC)Tcp> het early,26.2,"HP:0001951,HP:0033139,HP:0003572,HP:0001987,HP:0003217","MP:0002941,MP:0001552"
602,OMIM:311510,Waisman Syndrome,RAB39B,Rab39b<em1(IMPC)Tcp> hom late,42.28,"HP:0002322,HP:0002067,HP:0002063,HP:0002548,HP:0001300,HP:0002396",MP:0000745
